keyword,bidding1st ,bidding2st ,bidding3st ,bidding4st ,bidding5st ,bidding6st ,bidding7st ,bidding8st ,bidding9st ,bidding10st 
대구절단절곡,310,70,70,70,70,70,70,70,70,70
울산철판가공,100,70,70,70,70,70,70,70,70,70
H빔제작,1840,1260,680,420,290,200,170,150,140,120
철물가공,1700,870,100,80,70,70,70,70,70,70
대구철판가공,280,80,70,70,70,70,70,70,70,70
부산철판제작,70,70,70,70,70,70,70,70,70,70
대구절곡,560,100,70,70,70,70,70,70,70,70
로꾸루,330,70,70,70,70,70,70,70,70,70
KAESER,230,190,110,100,70,70,70,70,70,70
레이져커터기,430,300,200,70,70,70,70,70,70,70
MC9305,850,800,610,450,310,250,210,110,90,70
파이프절단기,16850,8580,2600,2440,2310,2190,2060,1860,1630,1510
부산철판가공,570,110,90,70,70,70,70,70,70,70
철판절단기,3670,1300,1190,1110,1030,950,860,790,730,650
파이프컷팅기,2100,1680,1410,1280,1020,740,660,640,620,570
부산철판절단,160,70,70,70,70,70,70,70,70,70
경판가공,390,190,170,150,100,80,80,70,70,70
부산파이프절단,800,210,180,70,70,70,70,70,70,70
파이프커팅기,2830,1780,1330,970,790,690,570,420,320,270
파이프벤더,1670,1210,1010,970,930,840,770,710,670,630
커팅,5190,4290,3310,2570,2020,1630,1330,1120,950,830
SUS파이프,980,770,640,600,570,540,510,480,460,430
판금,4360,4090,3780,3420,3080,2780,2530,2310,2070,1820
금속제작,2370,2200,2060,1990,1940,1870,1760,1630,1500,1350
판금업체,1450,1310,940,850,740,700,610,450,370,340
스텐제작,2070,2000,1960,1870,1720,1590,1440,1280,1190,1110
선반가공,2820,2550,2370,2030,1850,1670,1460,1230,1050,960
알미늄계단,780,560,310,210,160,130,110,80,70,70
절곡업체,620,490,350,260,170,140,120,110,100,90
철제테이블제작,2080,500,440,410,380,350,330,310,300,290
부산철판절곡,70,70,70,70,70,70,70,70,70,70
파이프제작,780,600,470,390,330,290,250,220,200,170
스테인레스프레임,580,360,290,240,200,170,150,130,120,110
알루미늄가공업체,1970,1830,1710,1650,1590,1520,1440,1360,1270,1170
알루미늄제작,1280,900,790,710,620,540,490,440,410,390
부산절곡,440,390,70,70,70,70,70,70,70,70
스테인레스스틸,590,510,400,270,220,180,160,150,130,120
알루미늄CNC가공,1500,1260,1090,950,840,750,670,560,470,420
PVC가공,1990,1920,1790,1610,1490,1400,1340,1270,1160,1020
스테인레스제작,1350,1280,1240,1050,980,890,820,720,630,580
모형절단,2230,2070,1350,1100,940,910,870,740,680,640
알루미늄커팅,1980,1150,650,560,480,410,360,330,290,270
용접공장,220,140,70,70,70,70,70,70,70,70
난간포스트,930,710,330,280,240,210,190,170,150,120
프레스가공,1600,1540,1490,1440,1380,1330,1270,1200,1140,1070
SUS가공,4320,3980,2570,2250,1910,1650,1590,1530,1380,1210
스텐레스가공,3530,3370,2950,2840,2610,2450,2090,1750,1580,1420
파이프조인트,1200,840,710,630,580,490,450,400,360,320
NC가공,2360,2080,1950,1850,1760,1690,1620,1570,1510,1390
레이져절단기,4740,4060,3640,3180,2820,2550,2310,1730,1270,880
금속테이블,260,200,180,170,150,140,120,120,100,100
절곡가공,730,460,400,350,290,240,210,180,150,130
부산금속제작,470,250,210,70,70,70,70,70,70,70
스테인레스가공,2320,2260,2090,1820,1660,1560,1360,1240,1150,1090
철제프레임제작,2580,1370,1020,870,700,660,600,560,530,490
PCRACK,440,230,210,190,180,170,130,110,90,70
판금가공,2480,1590,1310,1230,1160,1060,990,940,880,820
알미늄가공,4310,3880,3120,2760,2570,2380,2080,1590,1290,1200
파이프랙,2580,2160,1930,1750,1490,1240,1040,880,750,620
밀링가공,1530,1490,1450,1410,1350,1290,1210,1120,1010,920
금속가공업체,1470,1310,940,830,770,710,660,620,600,580
판금제작,1010,910,810,630,610,600,580,560,530,490
CNC선반가공,1860,1770,1720,1670,1620,1560,1520,1460,1380,1310
철판제작,1070,770,390,300,250,220,190,170,140,120
고속절단기,1340,870,770,710,650,610,560,510,460,410
스텐가공,3940,3570,3470,3300,3160,2960,2770,2500,2190,1950
철재핸드레일,100,70,70,70,70,70,70,70,70,70
베이스철판,1020,780,610,390,250,190,170,140,120,110
스텐레스절곡,1070,550,370,300,240,200,170,160,120,100
알루미늄원형파이프,940,800,590,450,390,290,240,200,160,140
인테리어철판,520,400,280,200,150,130,110,100,90,80
스테인리스제작,970,850,800,750,710,660,600,540,480,430
금속각도절단기,830,720,620,520,490,430,350,270,220,180
시화절곡,640,70,70,70,70,70,70,70,70,70
동판절단,2590,1240,800,410,280,280,250,230,180,70
금속글자,820,410,290,250,210,170,140,100,70,70
금속글씨,110,80,70,70,70,70,70,70,70,70
휀스제작,1740,1630,1560,1490,1410,1340,1260,1190,1100,1000
철재인테리어소품,300,240,220,200,170,150,140,140,120,120
스테인레스인테리어,210,170,130,70,70,70,70,70,70,70
철판임가공,1280,210,140,70,70,70,70,70,70,70
펀칭제작,70,70,70,70,70,70,70,70,70,70
철난간,350,260,240,210,190,180,160,150,130,120
철판제조,610,120,80,70,70,70,70,70,70,70
콘솔데스크제작,900,410,370,320,240,200,160,130,100,80
콘솔랙,430,300,200,190,170,130,110,70,70,70
통신외함,70,70,70,70,70,70,70,70,70,70
외함,810,540,450,420,400,380,350,320,290,250
레이져판금,680,70,70,70,70,70,70,70,70,70
산업용다이,110,80,70,70,70,70,70,70,70,70
스테인레스업체,1040,380,130,70,70,70,70,70,70,70
CASE,580,510,470,430,370,320,270,210,160,140
NCT절곡,1010,140,110,70,70,70,70,70,70,70
NCT정밀판금,360,70,70,70,70,70,70,70,70,70
RACKCASE,290,240,190,160,140,130,120,90,70,70
스텐글씨,310,190,70,70,70,70,70,70,70,70
LASER,1260,970,820,690,560,510,460,420,380,350
브이컷팅,670,510,350,70,70,70,70,70,70,70
원형파이프절단,70,70,70,70,70,70,70,70,70,70
대형절곡,1030,920,740,160,70,70,70,70,70,70
철판레이져,70,70,70,70,70,70,70,70,70,70
철재프레임,890,730,690,680,660,640,610,570,530,500
SUS절곡,540,120,100,70,70,70,70,70,70,70
스틸절곡,560,100,90,70,70,70,70,70,70,70
철판절단절곡,1040,720,460,340,280,250,210,170,150,130
절곡기계,450,120,70,70,70,70,70,70,70,70
ALBOX,360,70,70,70,70,70,70,70,70,70
알루미늄함체,540,270,80,70,70,70,70,70,70,70
알루미늄엔클로저,290,260,230,70,70,70,70,70,70,70
알미늄절곡,560,200,160,70,70,70,70,70,70,70
알미늄절단,1140,630,600,560,510,480,450,430,380,350
파이프레이져가공,6090,4670,4660,4620,4540,3890,2960,510,470,470
후판절단,160,150,70,70,70,70,70,70,70,70
철판판금,910,220,70,70,70,70,70,70,70,70
레이져컷팅,4350,3160,2930,2680,2560,2370,2300,2120,1920,1780
동판절곡,170,120,80,70,70,70,70,70,70,70
파이프레이져,7100,5640,3960,3660,2540,2530,1880,740,610,270
스텐철판가공,970,160,120,70,70,70,70,70,70,70
대형레이져,340,140,70,70,70,70,70,70,70,70
서브렉,170,130,100,70,70,70,70,70,70,70
샤링절곡,580,90,70,70,70,70,70,70,70,70
절단가공,1010,910,810,730,610,510,410,330,280,240
성해산업,680,70,70,70,70,70,70,70,70,70
절단업체,2830,720,690,640,520,340,290,220,210,200
기계프레임,390,150,70,70,70,70,70,70,70,70
기계커버,1160,1070,1020,860,750,650,550,490,420,410
기계카바,670,590,560,480,430,390,340,290,260,240
스틸폼,630,600,400,340,290,260,230,210,170,140
금속레터링,70,70,70,70,70,70,70,70,70,70
스텐밴딩,620,230,190,70,70,70,70,70,70,70
SUS밴딩,590,180,90,70,70,70,70,70,70,70
알루미늄부품,630,470,400,320,290,240,200,160,130,100
알루미늄컷팅,1820,1070,730,640,540,460,420,390,350,310
파이프견적,1660,640,480,200,200,190,190,180,180,170
금속밴딩,680,350,90,70,70,70,70,70,70,70
금속벤딩,800,590,100,70,70,70,70,70,70,70
알루미늄단자함,470,70,70,70,70,70,70,70,70,70
철제가공,880,440,180,130,70,70,70,70,70,70
부산절단절곡,590,290,170,70,70,70,70,70,70,70
스텐절단절곡,590,320,120,70,70,70,70,70,70,70
평철가공,730,330,220,130,90,70,70,70,70,70
절단,3690,1570,1160,880,760,650,560,470,400,330
프레스임가공,400,150,120,70,70,70,70,70,70,70
레이져절곡,880,370,90,70,70,70,70,70,70,70
플라즈마절단,1020,690,650,590,540,440,350,290,260,230
V커팅,3850,1650,740,620,560,450,330,260,210,180
옥외함,340,300,270,240,210,190,180,170,140,120
앵글벤딩,600,270,260,70,70,70,70,70,70,70
H빔밴딩,280,70,70,70,70,70,70,70,70,70
수원절곡,500,70,70,70,70,70,70,70,70,70
각파이프절단,2250,750,620,470,370,310,270,240,200,180
스텐판절곡,530,370,110,80,80,70,70,70,70,70
스테인레스절곡,720,520,320,190,170,140,130,110,100,80
벤딩업체,1130,810,140,90,80,70,70,70,70,70
LASERWELDING,710,570,400,340,270,210,150,100,80,70
철판롤링,620,590,480,300,110,90,70,70,70,70
금형프레스,1460,1200,1060,570,420,370,320,300,280,270
CNC절곡,630,320,260,70,70,70,70,70,70,70
NCT판금,1030,220,140,120,120,110,110,100,100,80
전기함,1140,1020,860,790,610,500,450,400,360,310
절곡집,610,300,110,70,70,70,70,70,70,70
밴딩업체,830,470,330,260,230,190,150,130,110,100
판가공,600,300,70,70,70,70,70,70,70,70
김포절곡,640,70,70,70,70,70,70,70,70,70
LASERCUTTING,3000,2390,1280,610,490,390,300,230,190,150
파이프컷팅,2760,1300,990,810,650,580,520,470,430,340
파이프절단업체,650,110,110,70,70,70,70,70,70,70
CNC절단,840,750,700,660,620,520,420,350,320,290
알루미늄벤딩,540,470,280,200,160,110,90,80,70,70
레이져절단,6210,5240,2650,2420,1920,1770,1670,1560,1360,1070
스테인레스절단,1100,960,850,730,610,520,360,270,250,210
브이커팅,610,350,150,70,70,70,70,70,70,70
스테인리스절곡,580,200,80,70,70,70,70,70,70,70
CNC펀칭,630,70,70,70,70,70,70,70,70,70
코일절단기,580,250,70,70,70,70,70,70,70,70
아연도금강판,910,700,590,450,350,310,280,260,240,220
자동문제작,2970,1240,1070,870,750,660,540,430,370,290
스텐가공업체,1380,760,370,70,70,70,70,70,70,70
임가공업체,1670,1540,1430,1320,1200,1050,970,940,900,830
절곡비용,480,170,150,70,70,70,70,70,70,70
철판홀가공,720,320,280,70,70,70,70,70,70,70
로링,1000,810,610,470,340,240,210,160,130,120
동원밴딩,540,70,70,70,70,70,70,70,70,70
냉간벤딩,640,70,70,70,70,70,70,70,70,70
일산렉산,930,680,490,440,360,250,130,70,70,70
동원벤딩,570,90,80,70,70,70,70,70,70,70
시흥스텐,200,90,70,70,70,70,70,70,70,70
일산절곡,730,70,70,70,70,70,70,70,70,70
H빔벤딩,320,170,90,70,70,70,70,70,70,70
스텐레스판,510,480,450,430,410,390,370,350,330,300
철재프레임제작,740,560,430,380,330,280,230,190,170,140
한국특수레이져금속,70,70,70,70,70,70,70,70,70,70
한국특수레이져,70,70,70,70,70,70,70,70,70,70
함석판,580,290,240,210,190,170,160,150,140,130
철판덮개,320,230,150,70,70,70,70,70,70,70
체크발판,450,360,210,80,70,70,70,70,70,70
EGI판,810,710,580,490,190,70,70,70,70,70
SUS체크플레이트,70,70,70,70,70,70,70,70,70,70
문래동절곡,70,70,70,70,70,70,70,70,70,70
문래동철강,70,70,70,70,70,70,70,70,70,70
문래동철판,70,70,70,70,70,70,70,70,70,70
알류미늄판,760,440,370,290,270,210,200,170,140,120
알루미늄프레임,1110,880,770,700,640,580,520,460,420,380
경북벤딩,680,70,70,70,70,70,70,70,70,70
대구벤딩,770,380,70,70,70,70,70,70,70,70
남양주철강,600,320,290,250,220,140,80,70,70,70
시흥시철강,200,130,90,70,70,70,70,70,70,70
일산철강,630,80,70,70,70,70,70,70,70,70
수원철강,520,410,270,250,230,180,90,70,70,70
프라즈마절단,810,650,590,520,510,470,420,380,360,240
SUS체크판,280,170,120,70,70,70,70,70,70,70
맨홀제작,2210,2040,1890,1750,1590,1460,1370,1300,1220,1130
철판가공업체,1200,490,460,400,340,260,220,170,140,120
철판샤링,740,610,390,270,230,180,140,110,80,70
스텐맨홀뚜껑,80,70,70,70,70,70,70,70,70,70
스텐판절단,710,440,270,120,110,90,70,70,70,70
철제발판,710,480,350,290,240,220,190,170,150,130
평철제작,70,70,70,70,70,70,70,70,70,70
스텐뚜껑,3250,730,560,410,370,300,220,180,160,150
차량진입판제작,940,760,590,530,460,380,300,230,180,150
미끄럼방지철판,480,370,300,250,200,150,110,70,70,70
EGI철판,1230,1140,1040,960,890,820,720,640,540,440
판금기계,620,240,150,120,110,90,80,70,70,70
판금비용,1130,660,290,160,100,80,70,70,70,70
부산스텐제작,980,690,330,120,70,70,70,70,70,70
스텐파이프가공,640,490,350,300,270,240,210,180,170,170
차량진입발판,610,580,540,460,410,330,240,180,170,160
철판로링,70,70,70,70,70,70,70,70,70,70
철판발판,540,280,210,70,70,70,70,70,70,70
철판타공판,540,450,320,210,150,100,100,90,90,70
체크무늬철판,540,420,330,280,240,210,190,170,150,140
체크무늬판,190,150,100,70,70,70,70,70,70,70
체크플레이트,4160,1560,590,360,290,240,210,190,170,150
타공판가공,70,70,70,70,70,70,70,70,70,70
타공판절곡,550,360,270,70,70,70,70,70,70,70
스텐덮개,320,260,220,70,70,70,70,70,70,70
스텐발판,940,790,660,540,460,410,350,290,250,200
알루미늄발판,760,560,360,300,250,200,160,140,120,110
알루미늄철판,490,360,260,210,180,150,130,100,70,70
알루미늄판절곡,130,100,90,70,70,70,70,70,70,70
알미늄발판,860,710,380,240,220,190,160,130,110,100
알미늄체크판,910,620,390,300,230,180,150,140,130,120
계단철판,270,200,150,70,70,70,70,70,70,70
함석판가공,70,70,70,70,70,70,70,70,70,70
입구발판,1260,1100,940,800,700,610,530,450,390,340
계단절곡,80,70,70,70,70,70,70,70,70,70
맨홀덮개,570,400,290,250,210,180,150,120,100,70
맨홀뚜껑제작,340,280,230,160,120,100,80,70,70,70
멘홀뚜껑,940,830,690,610,530,470,420,380,350,350
무늬철판계단,320,270,170,70,70,70,70,70,70,70
무늬판,1210,530,250,150,120,90,80,70,70,70
미끄럼방지계단,5440,4890,3400,2400,1490,1210,1140,920,660,560
브라켓제작,850,670,480,420,380,340,260,220,180,130
레이져컷팅기,7350,6020,5610,4120,3580,3050,2810,2640,1870,1760
판금집,1220,770,70,70,70,70,70,70,70,70
앵글밴딩,650,340,310,280,230,180,110,70,70,70
칼라스텐,1070,1010,840,740,680,630,570,450,330,260
자동온도조절장치,680,470,400,340,300,250,220,200,150,120
정밀공업,800,160,100,70,70,70,70,70,70,70
미세가공,740,520,390,70,70,70,70,70,70,70
성남절곡,810,70,70,70,70,70,70,70,70,70
알루미늄선반가공,920,680,100,70,70,70,70,70,70,70
무산소동가공,700,70,70,70,70,70,70,70,70,70
제주절곡,1010,770,80,70,70,70,70,70,70,70
스테인레스CNC,490,70,70,70,70,70,70,70,70,70
아크릴탭가공,980,810,80,70,70,70,70,70,70,70
아크릴곡면가공,650,70,70,70,70,70,70,70,70,70
스텐파이프절단,1440,820,510,490,480,460,440,410,380,350
곡면가공,740,490,370,70,70,70,70,70,70,70
육면가공,940,100,90,70,70,70,70,70,70,70
파주철공소,4690,1130,230,70,70,70,70,70,70,70
NC절곡기,750,320,180,70,70,70,70,70,70,70
평판가공,70,70,70,70,70,70,70,70,70,70
스텐벤딩,1010,660,430,320,220,170,130,100,80,70
파이프형상가공,820,150,70,70,70,70,70,70,70,70
프라즈마가공,830,90,70,70,70,70,70,70,70,70
홀가공업체,940,100,70,70,70,70,70,70,70,70
심가공,780,70,70,70,70,70,70,70,70,70
알루미늄후가공,660,70,70,70,70,70,70,70,70,70
레이져커팅기,9010,6240,5210,3940,3280,2320,2010,1350,1240,1210
스테인리스가공,870,690,630,590,540,490,440,390,360,330
외함제작,660,600,470,370,290,220,190,160,130,120
알루미늄판가공,1070,980,860,760,630,520,460,410,380,340
레이져커팅,4540,4200,3400,2950,2520,2360,1930,1800,1500,1320
파이프자동절단기,1800,890,550,430,370,320,280,230,200,150
파이프고속절단기,640,520,460,390,300,260,190,170,70,70
금속가공기,570,410,340,70,70,70,70,70,70,70
정밀가공,3090,2950,2750,2290,1940,1850,1750,1700,1650,1570
파이프가공업체,1110,1030,800,450,200,160,100,90,90,80
철근원곡기,610,400,330,300,240,140,70,70,70,70
서스가공,840,600,500,400,270,200,150,120,90,80
시화모형절단,70,70,70,70,70,70,70,70,70,70
후판가공,610,90,70,70,70,70,70,70,70,70
플라스틱타공,200,90,70,70,70,70,70,70,70,70
유공철판,70,70,70,70,70,70,70,70,70,70
유공판,1540,680,630,590,550,490,420,360,310,260
금속흡음재,170,160,140,70,70,70,70,70,70,70
대구타공,70,70,70,70,70,70,70,70,70,70
마이크로타공망,70,70,70,70,70,70,70,70,70,70
금속외장재,630,510,260,110,100,70,70,70,70,70
유공판넬,350,320,310,280,240,190,140,100,80,70
양산파이프,70,70,70,70,70,70,70,70,70,70
스테인레스공예,70,70,70,70,70,70,70,70,70,70
스테인리스제품,70,70,70,70,70,70,70,70,70,70
냉간밴딩,600,70,70,70,70,70,70,70,70,70
스틸가공,1030,550,490,390,330,290,250,220,170,130
PVC타공판,70,70,70,70,70,70,70,70,70,70
스틸프레임제작,650,440,210,140,80,70,70,70,70,70
판금제조,1200,70,70,70,70,70,70,70,70,70
NCT펀칭,830,250,100,70,70,70,70,70,70,70
안산절곡,640,70,70,70,70,70,70,70,70,70
절단기,2660,2430,2090,1980,1840,1720,1580,1450,1330,1220
브라켓가공,200,150,90,70,70,70,70,70,70,70
EX망,840,640,440,360,280,200,140,100,80,80
스탠제작,570,270,250,70,70,70,70,70,70,70
밴딩가공,790,190,100,70,70,70,70,70,70,70
동파이프밴딩,770,500,310,240,190,130,110,90,80,70
대구타공판,80,70,70,70,70,70,70,70,70,70
트랜지,600,520,410,330,290,250,220,190,170,140
스텐체크판,650,330,270,230,180,160,130,100,70,70
주방트렌치,7650,3140,1580,980,750,640,530,420,350,290
스텐트렌치,10180,4760,1340,830,610,480,410,350,310,260
스틸그래이팅,1360,1200,1060,900,870,840,810,750,700,680
배수트렌치,10940,6920,5610,3400,2840,2060,1500,1260,1050,880
보링그라우팅,2630,2260,1920,1720,1430,1100,810,710,620,540
서스철판,120,70,70,70,70,70,70,70,70,70
그레이팅가격,3390,1480,1350,1250,1170,1090,1030,980,910,850
무소음트렌치,16120,11660,10740,10110,9460,8820,8220,7420,6390,5670
인테리어금속,840,640,580,530,470,400,340,300,260,240
금속커팅,1430,1260,800,450,310,260,220,180,170,150
철재제작,680,350,300,270,230,200,180,150,140,120
평철밴딩,480,250,210,70,70,70,70,70,70,70
화성밴딩,100,70,70,70,70,70,70,70,70,70
화성벤딩,610,210,70,70,70,70,70,70,70,70
코일밴딩,100,70,70,70,70,70,70,70,70,70
각관벤딩,90,70,70,70,70,70,70,70,70,70
튜브밴딩,760,550,290,150,130,120,70,70,70,70
각관밴딩,550,100,70,70,70,70,70,70,70,70
코일벤딩,100,70,70,70,70,70,70,70,70,70
각파이프밴딩,480,440,320,230,130,90,90,80,70,70
NCT가공,1880,1820,1770,1710,1620,1530,1430,1360,1290,1180
CNC업체,890,750,580,500,440,380,320,280,240,200
트렌치커버,7440,6130,4310,2390,1400,990,870,770,670,600
환봉벤딩,510,100,90,70,70,70,70,70,70,70
베벨가공,760,90,90,70,70,70,70,70,70,70
벤딩가공,510,70,70,70,70,70,70,70,70,70
구조관,1570,430,330,290,260,230,180,130,90,80
아연각파이프,1940,1150,880,770,680,600,520,460,390,330
스텐각파이프,970,710,470,350,310,280,260,230,210,190
파이프타공,470,420,360,220,150,140,110,70,70,70
PIPE밴딩,910,460,270,70,70,70,70,70,70,70
각파이프가격,1100,970,760,610,470,400,320,270,230,200
산소절단,820,690,530,440,360,290,250,220,190,170
함체제작,560,540,490,390,250,190,150,130,110,100
스테인리스업체,540,240,100,70,70,70,70,70,70,70
스텐업체,680,470,220,70,70,70,70,70,70,70
스탠가공,650,100,90,70,70,70,70,70,70,70
스텐리스제작,640,450,160,70,70,70,70,70,70,70
샤링절단,680,450,70,70,70,70,70,70,70,70
와이어메쉬,5010,4250,3710,3400,3040,2780,2510,2220,1940,1650
부품제작,800,730,650,540,430,400,320,200,140,120
주방트랜치,4730,2740,2400,1940,1560,970,630,200,120,110
CNC벤딩,430,160,100,90,70,70,70,70,70,70
울산각관,170,140,120,120,110,80,70,70,70,70
우드간판제작,520,460,390,70,70,70,70,70,70,70
파이프렉,2330,1020,660,560,510,460,400,340,270,220
스텐무늬판,320,200,160,110,80,70,70,70,70,70
스텐베이스판,450,360,270,210,170,130,100,80,70,70
프레스제작,970,770,740,670,630,600,560,520,470,420
프레스금형제작업체,380,360,350,70,70,70,70,70,70,70
철판제작업체,310,200,120,70,70,70,70,70,70,70
프레스제작업체,680,600,460,70,70,70,70,70,70,70
프레스금형가공,1090,590,420,70,70,70,70,70,70,70
알미늄제작,350,270,210,160,130,90,80,70,70,70
스테인레스컷팅,270,100,70,70,70,70,70,70,70,70
울산절곡,70,70,70,70,70,70,70,70,70,70
남양주절곡,70,70,70,70,70,70,70,70,70,70
오산절곡,70,70,70,70,70,70,70,70,70,70
시흥절곡,70,70,70,70,70,70,70,70,70,70
대전절곡,110,70,70,70,70,70,70,70,70,70
파이프피어싱,70,70,70,70,70,70,70,70,70,70
핸드레일제작,1470,1330,1120,1000,850,750,660,490,430,370
금속가구,1590,1100,880,780,730,690,660,600,560,520
제관,2830,2080,1560,1390,1280,1180,1060,960,860,770
FIBERLASER,3650,3220,2740,2320,2030,1800,1550,1300,1120,850
U벤딩,850,530,300,70,70,70,70,70,70,70
U밴딩,790,160,100,70,70,70,70,70,70,70
스테인레스제작업체,360,310,200,70,70,70,70,70,70,70
금속판금,700,70,70,70,70,70,70,70,70,70
살바니니,2230,130,90,70,70,70,70,70,70,70
반도체프레임,480,370,150,70,70,70,70,70,70,70
SUS,2820,2090,1190,1090,950,700,600,550,510,450
아마다절곡기,2360,2160,1990,1830,1660,940,400,280,250,210
후레임,410,330,300,260,220,190,170,150,140,130
지주간판,5560,4440,3700,3220,2830,2500,2180,1900,1670,1480
현수막게시대,23830,9630,5810,4860,4270,3730,3190,2700,2360,2030
외장판넬,1650,1150,1080,990,940,880,810,750,700,650
서브랙,880,790,720,640,490,400,320,270,240,200
철공소,1260,970,760,530,310,210,170,140,120,100
현수막거치대,10670,6310,4000,2560,2110,1910,1760,1650,1550,1470
카바,610,550,430,400,310,270,240,210,190,170
철제프레임,1750,1370,1210,1120,990,900,820,750,690,640
